col1,col2,col3,col4,col5,col6,col7,col8
2018,Vitória de Santo Antão,2616407,NORMAL,CANA,314,314,"R$ 305442,40"
2019,Vitória de Santo Antão,2616407,NORMAL,CANA,315,293,"R$ 307735,60"
2020,Vitória de Santo Antão,2616407,NORMAL,CANA,315,294,"R$ 307735,60"
2021,Vitória de Santo Antão,2616407,NORMAL,CANA,315,294,"R$ 312352,80"
2013,Xexéu,2616506,NORMAL,CANA,605,593,"R$ 504683,95"
2014,Xexéu,2616506,NORMAL,CANA,631,619,"R$ 529657,45"
2015,Xexéu,2616506,NORMAL,CANA,740,736,"R$ 633673,35"
2016,Xexéu,2616506,NORMAL,CANA,791,791,"R$ 710926,85"
2017,Xexéu,2616506,NORMAL,CANA,981,980,"R$ 887936,80"
2018,Xexéu,2616506,NORMAL,CANA,863,863,"R$ 856296,00"
2019,Xexéu,2616506,NORMAL,CANA,585,523,"R$ 549869,20"
2020,Xexéu,2616506,NORMAL,CANA,585,525,"R$ 549869,20"
2021,Xexéu,2616506,NORMAL,CANA,585,522,"R$ 548804,00"
